Base,62,Stephen Vogt,Arizona Diamondbacks,
Base,63,Ronald Guzman,Texas Rangers,
Base,64,Chris Taylor,Los Angeles Dodgers,
Base,65,Isaac Paredes,Detroit Tigers,RC
Base,66,Ryan Brasier,Boston Red Sox,
Base,67,Clayton Kershaw,Los Angeles Dodgers,
Base,68,Charlie Blackmon,Colorado Rockies,
Base,69,Gio Gonzalez,Chicago White Sox,
Base,70,Detroit Tigers,Detroit Tigers,- Team Card
Base,71,Randy Dobnak,Minnesota Twins,
Base,72,Shane Bieber,Cleveland Indians,- League Leaders
Base,73,Colorado Rockies,Colorado Rockies,- Team Card
Base,74,Byron Buxton,Minnesota Twins,
Base,75,Kolten Wong,St. Louis Cardinals,
Base,76,Jon Gray,Colorado Rockies,
Base,77,Jack Flaherty,St. Louis Cardinals,
Base,78,David Peterson,New York Mets,RC
Base,79,Roman Quinn,Philadelphia Phillies,
Base,80,Liam Hendriks,Oakland Athletics,
Base,81,Brett Gardner,New York Yankees,
Base,82,Michael Lorenzen,Cincinnati Reds,
Base,83,Gavin Lux,Los Angeles Dodgers,- Future Stars
Base,84,Pete Alonso,New York Mets,
Base,85,Brusdar Graterol,Los Angeles Dodgers,- Future Stars
Base,86,Austin Meadows,Tampa Bay Rays,
Base,87,Jorge Alfaro,Miami Marlins,
Base,88,Albert Abreu,New York Yankees,RC
Base,89,Lucas Giolito,Chicago White Sox,
Base,90,Shane Bieber,Cleveland Indians,- League Leaders
Base,91,Orlando Arcia,Milwaukee Brewers,
Base,92,Tarik Skubal,Detroit Tigers,RC
Base,93,Hunter Harvey,Baltimore Orioles,
Base,94,Josh Donaldson,Minnesota Twins,
Base,95,Gerrit Cole,New York Yankees,
Base,96,Brian Goodwin,Cincinnati Reds,
Base,97,Niko Goodrum,Detroit Tigers,
Base,98,Lourdes Gurriel Jr.,Toronto Blue Jays,
Base,99,Aaron Judge,New York Yankees,
Base,100,Christian Yelich,Milwaukee Brewers,
Base,101,Travis d'Arnaud,Atlanta Braves,
Base,102,Paul DeJong,St. Louis Cardinals,
Base,103,Daniel Johnson,Cleveland Indians,RC
Base,104,Kenta Maeda,Minnesota Twins,
Base,105,Shane Bieber,Cleveland Indians,- League Leaders
Base,106,Brandon Nimmo,New York Mets,
Base,107,David Dahl,Colorado Rockies,
Base,108,DJ LeMahieu,New York Yankees,- League Leaders
Base,109,Jean Segura,Philadelphia Phillies,
Base,110,Ian Happ,Chicago Cubs,
Base,111,Austin Riley,Atlanta Braves,
Base,112,Justin Verlander,Houston Astros,
Base,113,Nate Pearson,Toronto Blue Jays,RC
Base,114,Colin Moran,Pittsburgh Pirates,
Base,115,Willie Calhoun,Texas Rangers,
Base,116,Nico Hoerner,Chicago Cubs,- Future Stars
Base,117,Gio Urshela,New York Yankees,
Base,118,Carter Kieboom,Washington Nationals,
Base,119,Dee Strange-Gordon,Seattle Mariners,
Base,120,Freddie Freeman,Atlanta Braves,
Base,121,Matthew Boyd,Detroit Tigers,
Base,122,Nick Heath,Kansas City Royals,RC
Base,123,Beau Burrows,Detroit Tigers,RC
Base,124,Amir Garrett,Cincinnati Reds,
Base,125,Adalberto Mondesi,Kansas City Royals,
Base,126,Monte Harrison,Miami Marlins,RC
Base,127,Wilson Ramos,New York Mets,
Base,128,Dylan Bundy,Los Angeles Angels,
Base,129,Daniel Murphy,Colorado Rockies,
Base,130,Josh Bell,Pittsburgh Pirates,
Base,131,Joey Gallo,Texas Rangers,
Base,132,Marwin Gonzalez,Minnesota Twins,
Base,133,Mitch Keller,Pittsburgh Pirates,
Base,134,Jose Urena,Miami Marlins,
Base,135,Brandon Woodruff,Milwaukee Brewers,
Base,136,Marco Gonzales,Seattle Mariners,
Base,137,Trevor Bauer,Cincinnati Reds,- League Leaders
Base,138,Tim Anderson,Chicago White Sox,
Base,139,Humberto Mejia,Arizona Diamondbacks,RC
Base,140,Garrett Richards,San Diego Padres,
Base,141,Caleb Smith,Arizona Diamondbacks,
Base,142,Jake Odorizzi,Minnesota Twins,
Base,143,Ryan Mountcastle,Baltimore Orioles,RC
Base,144,Anderson Tejeda,Texas Rangers,RC
Base,145,Kodi Whitley,St. Louis Cardinals,RC
Base,146,Patrick Corbin,Washington Nationals,
Base,147,Yuli Gurriel,Houston Astros,
Base,148,Chris Archer,Pittsburgh Pirates,
Base,149,Mitch Haniger,Seattle Mariners,
Base,150,Shohei Ohtani,Los Angeles Angels,
Base,151,Evan White,Seattle Mariners,RC
Base,152,Motor City Mashers,Detroit Tigers,- Combo
Base,153,Tyler Stephenson,Cincinnati Reds,RC
Base,154,Andrew Benintendi,Boston Red Sox,
Base,155,Seth Lugo,New York Mets,
Base,156,Minnesota Twins,Minnesota Twins,- Team Card
Base,157,Aroldis Chapman,New York Yankees,
Base,158,Buck Farmer,Detroit Tigers,
Base,159,Postgame Hand Wash,Toronto Blue Jays,- Combo
Base,160,Brandon Workman,Philadelphia Phillies,
Base,161,Lewis Brinson,Miami Marlins,
Base,162,Rhys Hoskins,Philadelphia Phillies,
Base,163,J.D. Davis,New York Mets,
Base,164,Jesus Aguilar,Miami Marlins,
Base,165,Willson Contreras,Chicago Cubs,
Base,166,Elbows Only,Los Angeles Angels,- Combo
Base,167,James Kaprielian,Oakland Athletics,RC
Base,168,Max Stassi,Los Angeles Angels,
Base,169,Brady Singer,Kansas City Royals,RC
Base,170,Jacob deGrom,New York Mets,- League Leaders
Base,171,Hector Neris,Philadelphia Phillies,
Base,172,Miami Marlins,Miami Marlins,- Team Card
Base,173,Evan Longoria,San Francisco Giants,
Base,174,Raisel Iglesias,Cincinnati Reds,
Base,175,Brad Hand,Cleveland Indians,
Base,176,Jake Bauers,Cleveland Indians,
Base,177,Ryan Castellani,Colorado Rockies,RC
Base,178,Albert Pujols,Los Angeles Angels,
Base,179,Clayton Kershaw,Los Angeles Dodgers,- World Series Highlights
Base,180,Jose Abreu,Chicago White Sox,- League Leaders
Base,181,Miles Mikolas,St. Louis Cardinals,
Base,182,Eduardo Rodriguez,Boston Red Sox,
Base,183,Cristian Javier,Houston Astros,RC
Base,184,Tyler Chatwood,Chicago Cubs,
Base,185,Amed Rosario,New York Mets,
Base,186,Luke Voit,New York Yankees,
Base,187,Cristian Pache,Atlanta Braves,RC
Base,188,Brandon Drury,Toronto Blue Jays,
Base,189,Adam Plutko,Cleveland Indians,
Base,190,Sonny Gray,Cincinnati Reds,
Base,191,Wilmer Flores,San Francisco Giants,
Base,192,Manny Machado,San Diego Padres,
Base,193,Brandon Bielak,Houston Astros,RC
Base,194,Atlanta Braves,Atlanta Braves,- Team Card
Base,195,Baltimore Orioles,Baltimore Orioles,- Team Card
Base,196,Ryan Yarbrough,Tampa Bay Rays,
Base,197,Nick Madrigal,Chicago White Sox,RC
Base,198,Corey Seager,Los Angeles Dodgers,- World Series Highlights
Base,199,Trevor Williams,Pittsburgh Pirates,
Base,200,Jacob deGrom,New York Mets,
Base,201,Los Angeles Dodgers,Los Angeles Dodgers,- Team Card
Base,202,Howie Kendrick,Washington Nationals,
Base,203,Trea Turner,Washington Nationals,
Base,204,Kyle Seager,Seattle Mariners,
Base,205,Luis Patiño,San Diego Padres,RC
Base,206,Wade Davis,Colorado Rockies,
Base,207,Yadier Molina,St. Louis Cardinals,
Base,208,Griffin Canning,Los Angeles Angels,
Base,209,Mike Foltynewicz,Atlanta Braves,
Base,210,Get Up!,New York Mets,- Combo
Base,211,Salvador Perez,Kansas City Royals,
Base,212,Robbie Ray,Toronto Blue Jays,
Base,213,JaCoby Jones,Detroit Tigers,
Base,214,Alex Verdugo,Boston Red Sox,
Base,215,Justin Dunn,Seattle Mariners,- Future Stars
Base,216,Adam Frazier,Pittsburgh Pirates,
Base,217,Jeimer Candelario,Detroit Tigers,
Base,218,Matt Olson,Oakland Athletics,
Base,219,Nelson Cruz,Minnesota Twins,
Base,220,Marcell Ozuna,Atlanta Braves,- League Leaders
Base,221,Chadwick Tromp,San Francisco Giants,RC
Base,222,Tampa Bay Rays,Tampa Bay Rays,- Team Card
Base,223,Luis Robert,Chicago White Sox,- Rookie Cup
Base,224,Vladimir Guerrero Jr.,Toronto Blue Jays,
Base,225,Juan Soto,Washington Nationals,- League Leaders
Base,226,Rafael Devers,Boston Red Sox,
Base,227,Mike Yastrzemski,San Francisco Giants,
Base,228,Blake Taylor,Houston Astros,RC
Base,229,Paul Goldschmidt,St. Louis Cardinals,
Base,230,Tony Gonsolin,Los Angeles Dodgers,- Rookie Cup
Base,231,Dane Dunning,Chicago White Sox,RC
Base,232,Albert Almora Jr.,Chicago Cubs,
Base,233,Dansby Swanson,Atlanta Braves,
Base,234,Lorenzo Cain,Milwaukee Brewers,
Base,235,A.J. Pollock,Los Angeles Dodgers,
Base,236,Ian Kennedy,Kansas City Royals,
Base,237,Willy Adames,Tampa Bay Rays,
Base,238,Kris Bubic,Kansas City Royals,RC
Base,239,Ian Anderson,Atlanta Braves,RC
Base,240,Jose Urquidy,Houston Astros,- Future Stars
Base,241,Anthony Rizzo,Chicago Cubs,
Base,242,Gleyber Torres,New York Yankees,
Base,243,Santiago Espinal,Toronto Blue Jays,RC
Base,244,Spencer Howard,Philadelphia Phillies,RC
Base,245,Aristides Aquino,Cincinnati Reds,- Future Stars
Base,246,Cavan Biggio,Toronto Blue Jays,
Base,247,Mallex Smith,Seattle Mariners,
Base,248,Francisco Mejia,San Diego Padres,
Base,249,Trent Grisham,San Diego Padres,- Future Stars
Base,250,Bryce Harper,Philadelphia Phillies,
Base,251,Pittsburgh Pirates,Pittsburgh Pirates,- Team Card
Base,252,Luke Voit,New York Yankees,- League Leaders
Base,253,Carlos Correa,Houston Astros,
Base,254,Zack Britton,New York Yankees,
Base,255,Austin Hays,Baltimore Orioles,
Base,256,Keibert Ruiz,Los Angeles Dodgers,RC
Base,257,Brendan McKay,Tampa Bay Rays,- Future Stars
Base,258,Walk-Off Apart,San Francisco Giants,- Combo
Base,259,Chris Paddack,San Diego Padres,
Base,260,Eduardo Escobar,Arizona Diamondbacks,
Base,261,Blake Snell,Tampa Bay Rays,
Base,262,Mark Canha,Oakland Athletics,
Base,263,Ronald Acuña Jr.,Atlanta Braves,
Base,264,Leody Taveras,Texas Rangers,RC
Base,265,Mike Clevinger,San Diego Padres,
Base,266,Jurickson Profar,San Diego Padres,
Base,267,Kirby Yates,San Diego Padres,
Base,268,Johnny Cueto,San Francisco Giants,
Base,269,Jesus Sanchez,Miami Marlins,RC
Base,270,Mitch White,Los Angeles Dodgers,RC
Base,271,Luis Castillo,Cincinnati Reds,
Base,272,John Means,Baltimore Orioles,
Base,273,Oliver Perez,Cleveland Indians,
Base,274,Freddy Galvis,Cincinnati Reds,
Base,275,Joey Votto,Cincinnati Reds,
Base,276,Marcus Semien,Oakland Athletics,
Base,277,Alec Bohm,Philadelphia Phillies,RC
Base,278,Jon Lester,Chicago Cubs,
Base,279,Danny Mendick,Chicago White Sox,
Base,280,Kevin Kiermaier,Tampa Bay Rays,
Base,281,Jesse Winker,Cincinnati Reds,
Base,282,Omar Narvaez,Milwaukee Brewers,
Base,283,Texas Rangers,Texas Rangers,- Team Card
Base,284,Eloy Jimenez,Chicago White Sox,
Base,285,Dylan Carlson,St. Louis Cardinals,RC
Base,286,Harrison Bader,St. Louis Cardinals,
Base,287,Arizona Diamondbacks,Arizona Diamondbacks,- Team Card
Base,288,Miguel Rojas,Miami Marlins,
Base,289,Josh Reddick,Houston Astros,
Base,290,Josh Harrison,Washington Nationals,
Base,291,Miguel Cabrera,Detroit Tigers,
Base,292,Oscar Mercado,Cleveland Indians,
Base,293,Rougned Odor,Texas Rangers,
Base,294,Leury Garcia,Chicago White Sox,
Base,295,Hunter Renfroe,Tampa Bay Rays,
Base,296,Joey Wendle,Tampa Bay Rays,
Base,297,Alex Bregman,Houston Astros,
Base,298,Luis Garcia,Washington Nationals,RC
Base,299,Teoscar Hernandez,Toronto Blue Jays,
Base,300,Yordan Alvarez,Houston Astros,
Base,301,Buster Posey,San Francisco Giants,
Base,302,Max Muncy,Los Angeles Dodgers,
Base,303,Hands Up! Masks Up!,Los Angeles Dodgers,- Combo
Base,304,Danny Duffy,Kansas City Royals,
Base,305,Tony Kemp,Oakland Athletics,
Base,306,Michael Taylor,Washington Nationals,
Base,307,Avisail Garcia,Milwaukee Brewers,
Base,308,Jay Bruce,Philadelphia Phillies,
Base,309,Francisco Lindor,Cleveland Indians,
Base,310,Bo Bichette,Toronto Blue Jays,- Future Stars
Base,311,Codi Heuer,Chicago White Sox,RC
Base,312,Marcell Ozuna,Atlanta Braves,- League Leaders
Base,313,Matt Shoemaker,Toronto Blue Jays,
Base,314,Tommy Edman,St. Louis Cardinals,
Base,315,Brandon Crawford,San Francisco Giants,
Base,316,Alex Gordon,Kansas City Royals,
Base,317,Jake Arrieta,Philadelphia Phillies,
Base,318,Chicago White Sox,Chicago White Sox,- Team Card
Base,319,Triston McKenzie,Cleveland Indians,RC
Base,320,Anthony Santander,Baltimore Orioles,
Base,321,Casey Mize,Detroit Tigers,RC
Base,322,Javier Baez,Chicago Cubs,
Base,323,Slam Diego!,San Diego Padres,- Combo
Base,324,Nick Neidert,Miami Marlins,RC
Base,325,Max Scherzer,Washington Nationals,
Base,326,Eddy Alvarez,Miami Marlins,RC
Base,327,Whit Merrifield,Kansas City Royals,
Base,328,Kevin Gausman,San Francisco Giants,
Base,329,Mike Minor,Oakland Athletics,
Base,330,Juan Soto,Washington Nationals,
Clear,1,Fernando Tatis Jr.,San Diego Padres,/10
Clear,3,Matt Chapman,Oakland Athletics,/10
Clear,10,Daulton Varsho,Arizona Diamondbacks,/10
Clear,12,Joey Bart,San Francisco Giants,/10
Clear,20,J.D. Martinez,Boston Red Sox,/10
Clear,24,Nolan Arenado,Colorado Rockies,/10
Clear,25,Sixto Sanchez,Miami Marlins,/10
Clear,26,Bobby Dalbec,Boston Red Sox,/10
Clear,27,Mike Trout,Los Angeles Angels,/10
Clear,32,Edward Olivares,Kansas City Royals,/10
Clear,41,Deivi Garcia,New York Yankees,/10
Clear,43,Jo Adell,Los Angeles Angels,/10
Clear,46,Jesus Luzardo,Oakland Athletics,/10
Clear,50,Cody Bellinger,Los Angeles Dodgers,/10
Clear,53,Andres Gimenez,New York Mets,/10
Clear,65,Isaac Paredes,Detroit Tigers,/10
Clear,67,Clayton Kershaw,Los Angeles Dodgers,/10
Clear,77,Jack Flaherty,St. Louis Cardinals,/10
Clear,78,David Peterson,New York Mets,/10
Clear,83,Gavin Lux,Los Angeles Dodgers,/10
Clear,84,Pete Alonso,New York Mets,/10
Clear,85,Brusdar Graterol,Los Angeles Dodgers,/10
Clear,88,Albert Abreu,New York Yankees,/10
Clear,92,Tarik Skubal,Detroit Tigers,/10
Clear,94,Josh Donaldson,Minnesota Twins,/10
Clear,95,Gerrit Cole,New York Yankees,/10
Clear,99,Aaron Judge,New York Yankees,/10
Clear,100,Christian Yelich,Milwaukee Brewers,/10
Clear,103,Daniel Johnson,Cleveland Indians,/10
Clear,112,Justin Verlander,Houston Astros,/10
Clear,113,Nate Pearson,Toronto Blue Jays,/10
Clear,116,Nico Hoerner,Chicago Cubs,/10
Clear,120,Freddie Freeman,Atlanta Braves,/10
Clear,122,Nick Heath,Kansas City Royals,/10
Clear,123,Beau Burrows,Detroit Tigers,/10
Clear,126,Monte Harrison,Miami Marlins,/10
Clear,130,Josh Bell,Pittsburgh Pirates,/10
Clear,131,Joey Gallo,Texas Rangers,/10
Clear,139,Humberto Mejia,Arizona Diamondbacks,/10
Clear,143,Ryan Mountcastle,Baltimore Orioles,/10
Clear,144,Anderson Tejeda,Texas Rangers,/10
Clear,145,Kodi Whitley,St. Louis Cardinals,/10
Clear,150,Shohei Ohtani,Los Angeles Angels,/10
Clear,151,Evan White,Seattle Mariners,/10
Clear,153,Tyler Stephenson,Cincinnati Reds,/10
Clear,167,James Kaprielian,Oakland Athletics,/10
Clear,169,Brady Singer,Kansas City Royals,/10
Clear,177,Ryan Castellani,Colorado Rockies,/10
Clear,183,Cristian Javier,Houston Astros,/10
Clear,187,Cristian Pache,Atlanta Braves,/10
Clear,192,Manny Machado,San Diego Padres,/10
Clear,193,Brandon Bielak,Houston Astros,/10
Clear,197,Nick Madrigal,Chicago White Sox,/10
Clear,200,Jacob deGrom,New York Mets,/10
Clear,205,Luis Patiño,San Diego Padres,/10
Clear,207,Yadier Molina,St. Louis Cardinals,/10
Clear,215,Justin Dunn,Seattle Mariners,/10
Clear,218,Matt Olson,Oakland Athletics,/10
Clear,221,Chadwick Tromp,San Francisco Giants,/10
Clear,224,Vladimir Guerrero Jr.,Toronto Blue Jays,/10
Clear,226,Rafael Devers,Boston Red Sox,/10
Clear,228,Blake Taylor,Houston Astros,/10
Clear,229,Paul Goldschmidt,St. Louis Cardinals,/10
Clear,231,Dane Dunning,Chicago White Sox,/10
Clear,238,Kris Bubic,Kansas City Royals,/10
Clear,239,Ian Anderson,Atlanta Braves,/10
Clear,240,Jose Urquidy,Houston Astros,/10
Clear,241,Anthony Rizzo,Chicago Cubs,/10
Clear,242,Gleyber Torres,New York Yankees,/10
Clear,243,Santiago Espinal,Toronto Blue Jays,/10
Clear,244,Spencer Howard,Philadelphia Phillies,/10
Clear,245,Aristides Aquino,Cincinnati Reds,/10
Clear,249,Trent Grisham,San Diego Padres,/10
Clear,250,Bryce Harper,Philadelphia Phillies,/10
Clear,256,Keibert Ruiz,Los Angeles Dodgers,/10
Clear,257,Brendan McKay,Tampa Bay Rays,/10
Clear,261,Blake Snell,Tampa Bay Rays,/10
Clear,263,Ronald Acuña Jr.,Atlanta Braves,/10
Clear,264,Leody Taveras,Texas Rangers,/10
Clear,269,Jesus Sanchez,Miami Marlins,/10
Clear,270,Mitch White,Los Angeles Dodgers,/10
Clear,275,Joey Votto,Cincinnati Reds,/10
Clear,277,Alec Bohm,Philadelphia Phillies,/10
Clear,284,Eloy Jimenez,Chicago White Sox,/10
Clear,285,Dylan Carlson,St. Louis Cardinals,/10
Clear,291,Miguel Cabrera,Detroit Tigers,/10
Clear,297,Alex Bregman,Houston Astros,/10
Clear,298,Luis Garcia,Washington Nationals,/10
Clear,301,Buster Posey,San Francisco Giants,/10
Clear,309,Francisco Lindor,Cleveland Indians,/10
Clear,310,Bo Bichette,Toronto Blue Jays,/10
Clear,311,Codi Heuer,Chicago White Sox,/10
Clear,319,Triston McKenzie,Cleveland Indians,/10
Clear,321,Casey Mize,Detroit Tigers,/10
Clear,322,Javier Baez,Chicago Cubs,/10
Clear,324,Nick Neidert,Miami Marlins,/10
Clear,325,Max Scherzer,Washington Nationals,/10
Clear,326,Eddy Alvarez,Miami Marlins,/10
Clear,327,Whit Merrifield,Kansas City Royals,/10
Clear,330,Juan Soto,Washington Nationals,/10
70 Years of Topps Baseball,70YT-1,Mookie Betts,Los Angeles Dodgers,
70 Years of Topps Baseball,70YT-2,Aaron Judge,New York Yankees,
70 Years of Topps Baseball,70YT-3,Clayton Kershaw,Los Angeles Dodgers,
70 Years of Topps Baseball,70YT-4,Derek Jeter,New York Yankees,
70 Years of Topps Baseball,70YT-5,Andrew McCutchen,Philadelphia Phillies,
70 Years of Topps Baseball,70YT-6,Mike Trout,Los Angeles Angels,
70 Years of Topps Baseball,70YT-7,Cal Ripken Jr.,Baltimore Orioles,
70 Years of Topps Baseball,70YT-8,Paul Goldschmidt,St. Louis Cardinals,
70 Years of Topps Baseball,70YT-9,Yadier Molina,St. Louis Cardinals,
70 Years of Topps Baseball,70YT-10,Buster Posey,San Francisco Giants,
70 Years of Topps Baseball,70YT-11,Anthony Rizzo,Chicago Cubs,
70 Years of Topps Baseball,70YT-12,Ronald Acuña Jr.,Atlanta Braves,
70 Years of Topps Baseball,70YT-13,Bryce Harper,Philadelphia Phillies,
70 Years of Topps Baseball,70YT-14,Will Clark,San Francisco Giants,
70 Years of Topps Baseball,70YT-15,Johnny Bench,Cincinnati Reds,
70 Years of Topps Baseball,70YT-16,Gerrit Cole,New York Yankees,
70 Years of Topps Baseball,70YT-17,Gleyber Torres,New York Yankees,
70 Years of Topps Baseball,70YT-18,Pete Alonso,New York Mets,
70 Years of Topps Baseball,70YT-19,Mark McGwire,Oakland Athletics,
70 Years of Topps Baseball,70YT-20,Rickey Henderson,Oakland Athletics,
70 Years of Topps Baseball,70YT-21,Mike Piazza,New York Mets,
70 Years of Topps Baseball,70YT-22,Robin Yount,Milwaukee Brewers,
70 Years of Topps Baseball,70YT-23,Jacob deGrom,New York Mets,
70 Years of Topps Baseball,70YT-24,Tony Gwynn,San Diego Padres,
70 Years of Topps Baseball,70YT-25,Christian Yelich,Milwaukee Brewers,
70 Years of Topps Baseball,70YT-26,Francisco Lindor,Cleveland Indians,
70 Years of Topps Baseball,70YT-27,Ken Griffey Jr.,Seattle Mariners,
70 Years of Topps Baseball,70YT-28,Shohei Ohtani,Los Angeles Angels,
70 Years of Topps Baseball,70YT-29,Fernando Tatis Jr.,San Diego Padres,
70 Years of Topps Baseball,70YT-30,Justin Verlander,Houston Astros,
70 Years of Topps Baseball,70YT-31,Miguel Cabrera,Detroit Tigers,
70 Years of Topps Baseball,70YT-32,Frank Robinson,Baltimore Orioles,
70 Years of Topps Baseball,70YT-33,Javier Baez,Chicago Cubs,
70 Years of Topps Baseball,70YT-34,Bo Bichette,Toronto Blue Jays,
70 Years of Topps Baseball,70YT-35,Chipper Jones,Atlanta Braves,
70 Years of Topps Baseball,70YT-36,Vladimir Guerrero,Montréal Expos,
70 Years of Topps Baseball,70YT-37,Willie Mays,San Francisco Giants,
70 Years of Topps Baseball,70YT-38,Vladimir Guerrero Jr.,Toronto Blue Jays,
70 Years of Topps Baseball,70YT-39,Cody Bellinger,Los Angeles Dodgers,
70 Years of Topps Baseball,70YT-40,Kris Bryant,Chicago Cubs,
70 Years of Topps Baseball,70YT-41,Luis Robert,Chicago White Sox,
70 Years of Topps Baseball,70YT-42,Alex Bregman,Houston Astros,
70 Years of Topps Baseball,70YT-43,Mariano Rivera,New York Yankees,
70 Years of Topps Baseball,70YT-44,Jackie Robinson,Brooklyn Dodgers,
70 Years of Topps Baseball,70YT-45,Ichiro,Seattle Mariners,
70 Years of Topps Baseball,70YT-46,Albert Pujols,Los Angeles Angels,
70 Years of Topps Baseball,70YT-47,Joey Votto,Cincinnati Reds,
70 Years of Topps Baseball,70YT-48,Jose Altuve,Houston Astros,
70 Years of Topps Baseball,70YT-49,Blake Snell,Tampa Bay Rays,
70 Years of Topps Baseball,70YT-50,Ryne Sandberg,Chicago Cubs,
70 Years of Topps Baseball,70YT-51,Bob Gibson,St. Louis Cardinals,
70 Years of Topps Baseball,70YT-52,Nolan Arenado,Colorado Rockies,
70 Years of Topps Baseball,70YT-53,Rafael Devers,Boston Red Sox,
70 Years of Topps Baseball,70YT-54,Don Mattingly,New York Yankees,
70 Years of Topps Baseball,70YT-55,Stephen Strasburg,Washington Nationals,
70 Years of Topps Baseball,70YT-56,George Brett,Kansas City Royals,
70 Years of Topps Baseball,70YT-57,Ozzie Smith,St. Louis Cardinals,
70 Years of Topps Baseball,70YT-58,Al Kaline,Detroit Tigers,
70 Years of Topps Baseball,70YT-59,Mike Schmidt,Philadelphia Phillies,
70 Years of Topps Baseball,70YT-60,Juan Soto,Washington Nationals,
70 Years of Topps Baseball,70YT-61,Reggie Jackson,New York Yankees,
70 Years of Topps Baseball,70YT-62,Matt Chapman,Oakland Athletics,
70 Years of Topps Baseball,70YT-63,Roberto Clemente,Pittsburgh Pirates,
70 Years of Topps Baseball,70YT-64,Roger Clemens,Boston Red Sox,
70 Years of Topps Baseball,70YT-65,Ernie Banks,Chicago Cubs,
70 Years of Topps Baseball,70YT-66,Frank Thomas,Chicago White Sox,
70 Years of Topps Baseball,70YT-67,Nolan Ryan,Texas Rangers,
70 Years of Topps Baseball,70YT-68,Randy Johnson,Arizona Diamondbacks,
70 Years of Topps Baseball,70YT-69,Brooks Robinson,Baltimore Orioles,
70 Years of Topps Baseball,70YT-70,Hank Aaron,Atlanta Braves,
70 Years of Topps Baseball Chrome,70YTC-1,Mookie Betts,Los Angeles Dodgers,
70 Years of Topps Baseball Chrome,70YTC-2,Aaron Judge,New York Yankees,
70 Years of Topps Baseball Chrome,70YTC-3,Clayton Kershaw,Los Angeles Dodgers,
70 Years of Topps Baseball Chrome,70YTC-4,Derek Jeter,New York Yankees,
70 Years of Topps Baseball Chrome,70YTC-5,Andrew McCutchen,Philadelphia Phillies,
70 Years of Topps Baseball Chrome,70YTC-6,Mike Trout,Los Angeles Angels,
70 Years of Topps Baseball Chrome,70YTC-7,Cal Ripken Jr.,Baltimore Orioles,
70 Years of Topps Baseball Chrome,70YTC-8,Paul Goldschmidt,St. Louis Cardinals,
